S_No,PaperID,Title,TR ,Volumes,ScanTime(Min.Sec),EyeStatus,MFStrength,NumHealthy(M),NumHealthy(F),NumASD(M),NumASD(F),NumAutistic,NumHighFunctioning,LanguageImpaired,NumAspergsr's,NumPDD-NOS,AgeRangeHealthyMean,AgeRangeHealthyStd,AgeRangeASDMean,AgeRangeASDStd,AgeRangeAutistic,AgeRangeAspergsr's,AgeRangePDD-NOS,FIQMean_ASD,FIQStd_ASD,FIQMean_TD,FIQStd_TD,BandpassRangeHighpass(Hz),BandpassRangeLowpass(Hz),Smoothing(fwhm)mm,GSR,CSF,WM,Motion Params,Age,Scrubbing,GCOR,aCOMPCor,Cardiac and respiratory signals regression,Despiking,SeedName,SeedMNI,UnderConnectivityName,UnderConnectivityMNI,OverConnectivityName,OverConnectivityMNI,Notes,Tool,Scanner,DSM,ROIxROI,ROIxVoxels,Participants,Medication,Comorbidities,FIQ >,Over(1) /Under(-1) / Both (0),Summary,Bibtex Citation,IQ Notes
340,25,,2000,180,6,CLOSED,3,42,0,40,0,,,,,,11.64,2.71,12.38,2.71,,,,105.88,15.14,114,11.67,0.01,0.08,8,,1,1,1,,,,,,,pRTPJ,54 -55 26,,,Right middle occipital gyrus,36 -75 3,,,,,,,,,,,,,,
341,25,,2000,180,6,CLOSED,3,42,0,40,0,,,,,,11.64,2.71,12.38,2.71,,,,105.88,15.14,114,11.67,0.01,0.08,8,,1,1,1,,,,,,,pRTPJ,54 -55 26,,,Right fusiform gyrus,30 -60 -12,,,,,,,,,,,,,,
342,26,"Jung, M., Kosaka, H., Saito, D. N., Ishitobi, M., Morita, T., Inohara, K., ... & Wada, Y. (2014). Default mode network in young male adults with autism spectrum disorder: relationship with autism spectrum traits. Molecular autism, 5(1), 35.",2300,201,7.42,CLOSED,3,21,0,19,0,,19,,,,24.8,4.3,25.3,6.9,,,,109.7,12.4,109.5,8.7,0.01,0.08,6,1,1,1,1,,,,,,,aMPFC (8 mm radius),-6 52 -2,Paracentral Lobule,4 -30 72,,,(FIQ) scores >85.,"SPM8, DPARSF","3-T imager (Discovery MR 750; General Electric Med- ical Systems, Milwaukee, WI, USA) and",4,,1,Original,None,None,85,-1,In the quest for finding biomarkers that characterize ASD subjects have led many researchers analyze the Default Mode network. Jung t al. analyzed the intrinsic functional connectivity of two core regions of DMN - aMPFC and PCC. The FC analysis  was seed-voxel based and was done with the whole brain. Between group level analysis resulted in underconnectivity of aMPFC with paracentral lobule and middle frontal gyrus; and of PCC with medial prefrontal cortex.  ,"@article{jung2014default,
  title={Default mode network in young male adults with autism spectrum disorder: relationship with autism spectrum traits},
  author={Jung, Minyoung and Kosaka, Hirotaka and Saito, Daisuke N and Ishitobi, Makoto and Morita, Tomoyo and Inohara, Keisuke and Asano, Mizuki and Arai, Sumiyoshi and Munesue, Toshio and Tomoda, Akemi and others},
  journal={Molecular autism},
  volume={5},
  number={1},
  pages={35},
  year={2014},
  publisher={BioMed Central}
}",
343,26,,2300,201,7.42,CLOSED,3,21,0,19,0,,19,,,,24.8,4.3,25.3,6.9,,,,109.7,12.4,109.5,8.7,0.01,0.08,6,1,1,1,1,,,,,,,aMPFC (8 mm radius),-6 52 -2,Paracentral Lobule,-10 -36 74,,,,,,,,,,,,,,,,
344,26,,2300,201,7.42,CLOSED,3,21,0,19,0,,19,,,,24.8,4.3,25.3,6.9,,,,109.7,12.4,109.5,8.7,0.01,0.08,6,1,1,1,1,,,,,,,aMPFC (8 mm radius),-6 52 -2,Middle Frontal gyrus,-24 25 48,,,,,,,,,,,,,,,,
345,26,,2300,201,7.42,CLOSED,3,21,0,19,0,,19,,,,24.8,4.3,25.3,6.9,,,,109.7,12.4,109.5,8.7,0.01,0.08,6,1,1,1,1,,,,,,,PCC (8 mm radius),-8 -56 26,Medial Prefrontal cortex,-6 54 -12,,,,,,,,,,,,,,,,
346,27,"Fishman, I., Keown, C. L., Lincoln, A. J., Pineda, J. A., & Müller, R. A. (2014). Atypical cross talk between mentalizing and mirror neuron networks in autism spectrum disorder. JAMA psychiatry, 71(7), 751-760.",2000,185,6.1,Open,3,20,5,22,3,,,,,,14.4,1.5,14.8,1.8,,,,113,15,108,10,0.008,0.08,6,,1,1,1,,1,,,,,lTPJ (Left TPJ),-51 -57 24,"L, superior temporal gyrus/pSTS",-53 -28 10,,,"History of autism-related medical conditions (eg, epilepsy, Fragile X syndrome, tuberous sclerosis) served as an exclu- sionary criterion. But they had ADHD, depression, OCD etc. 5 volumes were discarded. Talaraich coordinates were converted to MNI. There is an error in the talaraich coordinates of left anterior intraparietal sulcus in Table 2. The z is 45 not 4.",,,4,,1,Original,Yes,Yes,70,0,Fishman et al. investigated 2 brain networks. One involved in 'Theory of mind (TOM)' and other the Mirror Neuron system(MNS) both of which are said to be involved in social processing which is impaired in ASD individuals. 4 TOM seeds and 6 MNS seeds were determined  by meta analysis. Seed to whole brain voxelwise FC was calculated. Between group difference for each seed revealed no significant differences in MNS seeds but reveled both over and underconnectivity with TOM seeds.,"@article{fishman2014atypical,
  title={Atypical cross talk between mentalizing and mirror neuron networks in autism spectrum disorder},
  author={Fishman, Inna and Keown, Christopher L and Lincoln, Alan J and Pineda, Jaime A and M{\""u}ller, Ralph-Axel},
  journal={JAMA psychiatry},
  volume={71},
  number={7},
  pages={751--760},
  year={2014},
  publisher={American Medical Association}
}",
347,27,,2000,185,6.1,Open,3,20,5,22,3,,,,,,14.4,1.5,14.8,1.8,,,,113,15,108,10,0.008,0.08,6,,1,1,1,,1,,,,,lTPJ (Left TPJ),-51 -57 24,R PCC,20 -37 26,,,,,,,,,,,,,,,,
348,27,,2000,185,6.1,Open,3,20,5,22,3,,,,,,14.4,1.5,14.8,1.8,,,,113,15,108,10,0.008,0.08,6,,1,1,1,,1,,,,,rTPJ,49 -57 24,"L, superior temporal gyrus/pSTS",-59 -26 10,,,,,,,,,,,,,,,,
349,27,,2000,185,6.1,Open,3,20,5,22,3,,,,,,14.4,1.5,14.8,1.8,,,,113,15,108,10,0.008,0.08,6,,1,1,1,,1,,,,,rTPJ,49 -57 24,"R/L, PCC",2 -48 55,,,,,,,,,,,,,,,,
350,27,,2000,185,6.1,Open,3,20,5,22,3,,,,,,14.4,1.5,14.8,1.8,,,,113,15,108,10,0.008,0.08,6,,1,1,1,,1,,,,,rTPJ,49 -57 24,"R,superior temporal gyrus/pSTS",48 -20 12,,,,,,,,,,,,,,,,
351,27,,2000,185,6.1,Open,3,20,5,22,3,,,,,,14.4,1.5,14.8,1.8,,,,113,15,108,10,0.008,0.08,6,,1,1,1,,1,,,,,mPFC,0 53 22,,,"L, PCC/SPL",-14 -66 56,,,,,,,,,,,,,,
352,27,,2000,185,6.1,Open,3,20,5,22,3,,,,,,14.4,1.5,14.8,1.8,,,,113,15,108,10,0.008,0.08,6,,1,1,1,,1,,,,,mPFC,0 53 22,,,"R, Middle Temporal Gyrus",46 -52 19,,,,,,,,,,,,,,
353,27,,2000,185,6.1,Open,3,20,5,22,3,,,,,,14.4,1.5,14.8,1.8,,,,113,15,108,10,0.008,0.08,6,,1,1,1,,1,,,,,PCC,-1 -64 44,,,"R, Middle frontal Gyrus, IFG",38 24 39,,,,,,,,,,,,,,
354,28,"Verly, M., Verhoeven, J., Zink, I., Mantini, D., Peeters, R., Deprez, S., ... & Lagae, L. (2014). Altered functional connectivity of the language network in ASD: role of classical language areas and cerebellum. NeuroImage: Clinical, 4, 374-382.",1700,250,7,CLOSED,3,16,7,15,4,,,19,,,14.3,1.3,14,1.5,,,,,,,,0.009,0.08,8,,1,1,1,,,,,,,Broca (IFG) left, -52 14 -2,Left inferior frontal gyrus,-52 16 16,,,FIQ > 80,SPM8,"Philips (Best, The Netherlands) 3T MR scanner",4,1,1,Original - Leuven?,-,Language Impaired,80,-1,Verly et al. investigated the functional connectivity of language network in language impaired ASD subejcts. They determined the ROIs using activations in verb generation task. This resulted in 8 ROIs. They first created an ROI x ROI FC map for each subject and performed between group analysis on these. This was followed by seed based whole brain voxel-wise analysis using 2 seeds - Left IFG i.e. Brocas area and right cerebellar cortex. ROI xROI as well as seed based analysis resulted in underconnectivity in ASD subjects. ,"@article{verly2014altered,
  title={Altered functional connectivity of the language network in ASD: role of classical language areas and cerebellum},
  author={Verly, Marjolein and Verhoeven, Judith and Zink, Inge and Mantini, Dante and Peeters, Ronald and Deprez, Sabine and Emsell, Louise and Boets, Bart and Noens, Ilse and Steyaert, Jean and others},
  journal={NeuroImage: Clinical},
  volume={4},
  pages={374--382},
  year={2014},
  publisher={Elsevier}
}",
355,28,,1700,250,7,CLOSED,3,16,7,15,4,,,19,,,14.3,1.3,14,1.5,,,,,,,,0.009,0.08,8,,1,1,1,,,,,,,Broca (IFG) left, -52 14 -2,Left superior frontal gyrus,-2 14 54,,,,,,,,,,,,,,,,
356,28,,1700,250,7,CLOSED,3,16,7,15,4,,,19,,,14.3,1.3,14,1.5,,,,,,,,0.009,0.08,8,,1,1,1,,,,,,,Broca (IFG) left, -52 14 -2,Anterior cingulate gyrus,0 26 28,,,,,,,,,,,,,,,,
357,28,,1700,250,7,CLOSED,3,16,7,15,4,,,19,,,14.3,1.3,14,1.5,,,,,,,,0.009,0.08,8,,1,1,1,,,,,,,Broca (IFG) left, -52 14 -2,Left precentral gyrus,-50 4 38,,,,,,,,,,,,,,,,
358,28,,1700,250,7,CLOSED,3,16,7,15,4,,,19,,,14.3,1.3,14,1.5,,,,,,,,0.009,0.08,8,,1,1,1,,,,,,,Broca (IFG) left, -52 14 -2,Left middle temporal gyrus,-60 -46 0,,,,,,,,,,,,,,,,
359,28,,1700,250,7,CLOSED,3,16,7,15,4,,,19,,,14.3,1.3,14,1.5,,,,,,,,0.009,0.08,8,,1,1,1,,,,,,,Broca (IFG) left, -52 14 -2,"Left inferior parietal lobule, supramarginal gyrus",-54 -46 44,,,,,,,,,,,,,,,,
360,28,,1700,250,7,CLOSED,3,16,7,15,4,,,19,,,14.3,1.3,14,1.5,,,,,,,,0.009,0.08,8,,1,1,1,,,,,,,Broca (IFG) left, -52 14 -2,Right middle frontal gyrus,42 38 30,,,,,,,,,,,,,,,,
361,28,,1700,250,7,CLOSED,3,16,7,15,4,,,19,,,14.3,1.3,14,1.5,,,,,,,,0.009,0.08,8,,1,1,1,,,,,,,Broca (IFG) left, -52 14 -2,Right inferior frontal gyrus,50 14 -6,,,,,,,,,,,,,,,,
362,28,,1700,250,7,CLOSED,3,16,7,15,4,,,19,,,14.3,1.3,14,1.5,,,,,,,,0.009,0.08,8,,1,1,1,,,,,,,Broca (IFG) left, -52 14 -2,Right inferior frontal gyrus,54 14 30,,,,,,,,,,,,,,,,
363,28,,1700,250,7,CLOSED,3,16,7,15,4,,,19,,,14.3,1.3,14,1.5,,,,,,,,0.009,0.08,8,,1,1,1,,,,,,,Broca (IFG) left, -52 14 -2,Right middle temporal gyrus,52 -40 0,,,,,,,,,,,,,,,,
364,28,,1700,250,7,CLOSED,3,16,7,15,4,,,19,,,14.3,1.3,14,1.5,,,,,,,,0.009,0.08,8,,1,1,1,,,,,,,Broca (IFG) left, -52 14 -2,"Right parietal lobule, supramarginal gyrus",56 -32 50,,,,,,,,,,,,,,,,
365,28,,1700,250,7,CLOSED,3,16,7,15,4,,,19,,,14.3,1.3,14,1.5,,,,,,,,0.009,0.08,8,,1,1,1,,,,,,,Broca (IFG) left, -52 14 -2,Frontal operculum,34 26 0,,,,,,,,,,,,,,,,
366,28,,1700,250,7,CLOSED,3,16,7,15,4,,,19,,,14.3,1.3,14,1.5,,,,,,,,0.009,0.08,8,,1,1,1,,,,,,,Broca (IFG) left, -52 14 -2,Right cerebellum crus I,30 -66 -32,,,,,,,,,,,,,,,,
367,28,,1700,250,7,CLOSED,3,16,7,15,4,,,19,,,14.3,1.3,14,1.5,,,,,,,,0.009,0.08,8,,1,1,1,,,,,,,Broca (IFG) left, -52 14 -2,Left cerebellum crus I,-34 -62 -32,,,,,,,,,,,,,,,,
368,28,,1700,250,7,CLOSED,3,16,7,15,4,,,19,,,14.3,1.3,14,1.5,,,,,,,,0.009,0.08,8,,1,1,1,,,,,,,Cerebellum right,36 -62 -32,"Left superior frontal gyrus, SEF",-2 22 48,,,,,,,,,,,,,,,,
369,28,,1700,250,7,CLOSED,3,16,7,15,4,,,19,,,14.3,1.3,14,1.5,,,,,,,,0.009,0.08,8,,1,1,1,,,,,,,Cerebellum right,36 -62 -32,Anterior cingulate gyrus,0 34 36,,,,,,,,,,,,,,,,
370,28,,1700,250,7,CLOSED,3,16,7,15,4,,,19,,,14.3,1.3,14,1.5,,,,,,,,0.009,0.08,8,,1,1,1,,,,,,,Cerebellum right,36 -62 -32,"Left superior frontal gyrus, sup orb",-26 58 -2,,,,,,,,,,,,,,,,
371,28,,1700,250,7,CLOSED,3,16,7,15,4,,,19,,,14.3,1.3,14,1.5,,,,,,,,0.009,0.08,8,,1,1,1,,,,,,,Cerebellum right,36 -62 -32,"Left middle frontal gyrus, premotor, SMA",-32 6 62,,,,,,,,,,,,,,,,
372,28,,1700,250,7,CLOSED,3,16,7,15,4,,,19,,,14.3,1.3,14,1.5,,,,,,,,0.009,0.08,8,,1,1,1,,,,,,,Cerebellum right,36 -62 -32,Left middle frontal gyrus,-34 4 46,,,,,,,,,,,,,,,,
373,28,,1700,250,7,CLOSED,3,16,7,15,4,,,19,,,14.3,1.3,14,1.5,,,,,,,,0.009,0.08,8,,1,1,1,,,,,,,Cerebellum right,36 -62 -32,Left inferior frontal gyrus,-44 12 24,,,,,,,,,,,,,,,,
374,28,,1700,250,7,CLOSED,3,16,7,15,4,,,19,,,14.3,1.3,14,1.5,,,,,,,,0.009,0.08,8,,1,1,1,,,,,,,Cerebellum right,36 -62 -32,Left parietal lobe,-38 -62 46,,,,,,,,,,,,,,,,
375,28,,1700,250,7,CLOSED,3,16,7,15,4,,,19,,,14.3,1.3,14,1.5,,,,,,,,0.009,0.08,8,,1,1,1,,,,,,,Cerebellum right,36 -62 -32,"Right middle frontal gyrus, premotor, SMA",34 12 56,,,,,,,,,,,,,,,,
376,28,,1700,250,7,CLOSED,3,16,7,15,4,,,19,,,14.3,1.3,14,1.5,,,,,,,,0.009,0.08,8,,1,1,1,,,,,,,Cerebellum right,36 -62 -32,Right precentral gyrus,48 4 46,,,,,,,,,,,,,,,,
377,28,,1700,250,7,CLOSED,3,16,7,15,4,,,19,,,14.3,1.3,14,1.5,,,,,,,,0.009,0.08,8,,1,1,1,,,,,,,Cerebellum right,36 -62 -32,Left thalamus,-6 -8 6,,,,,,,,,,,,,,,,
378,28,,1700,250,7,CLOSED,3,16,7,15,4,,,19,,,14.3,1.3,14,1.5,,,,,,,,0.009,0.08,8,,1,1,1,,,,,,,Cerebellum right,36 -62 -32,"Left cerebellum crus I, declive",-24 -76 -26,,,,,,,,,,,,,,,,
379,28,,1700,250,7,CLOSED,3,16,7,15,4,,,19,,,14.3,1.3,14,1.5,,,,,,,,0.009,0.08,8,,1,1,1,,,,,,,Cerebellum right,36 -62 -32,"Left cerebellum crus II, pyramis",-34 -72 -44,,,,,,,,,,,,,,,,
380,28,,1700,250,7,CLOSED,3,16,7,15,4,,,19,,,14.3,1.3,14,1.5,,,,,,,,0.009,0.08,8,,1,1,1,,,,,,,Cerebellum right,36 -62 -32,"Right cerebellum crus II, pyramis",26 -70 -42,,,,,,,,,,,,,,,,
381,28,,1700,250,7,CLOSED,3,16,7,15,4,,,19,,,14.3,1.3,14,1.5,,,,,,,,0.009,0.08,8,,1,1,1,,,,,,,Cerebellum right,36 -62 -32,"Right cerebellum crus I, tuber",40 -70 -30,,,,,,,,,,,,,,,,
382,28,,1700,250,7,CLOSED,3,16,7,15,4,,,19,,,14.3,1.3,14,1.5,,,,,,,,0.009,0.08,8,,1,1,1,,,,,,,Cerebellum right,36 -62 -32,"Left nodule, vermis",-2 -80 -16,,,,,,,,,,,,,,,,
383,28,,1700,250,7,CLOSED,3,16,7,15,4,,,19,,,14.3,1.3,14,1.5,,,,,,,,0.009,0.08,8,,1,1,1,,,,,,,Left IFG,-52 14 -2,Left DLPF,-36 50 14,,,,,,,,,,,,,,,,
384,28,,1700,250,7,CLOSED,3,16,7,15,4,,,19,,,14.3,1.3,14,1.5,,,,,,,,0.009,0.08,8,,1,1,1,,,,,,,Left IFG,-52 14 -2,SMA Left,-4 16 48,,,,,,,,,,,,,,,,
385,28,,1700,250,7,CLOSED,3,16,7,15,4,,,19,,,14.3,1.3,14,1.5,,,,,,,,0.009,0.08,8,,1,1,1,,,,,,,Left IFG,-52 14 -2,Right IFG,48 14 -2,,,,,,,,,,,,,,,,
386,28,,1700,250,7,CLOSED,3,16,7,15,4,,,19,,,14.3,1.3,14,1.5,,,,,,,,0.009,0.08,8,,1,1,1,,,,,,,Left IFG,-52 14 -2,Right Cerebellar,36 -62 -32,,,,,,,,,,,,,,,,
387,28,,1700,250,7,CLOSED,3,16,7,15,4,,,19,,,14.3,1.3,14,1.5,,,,,,,,0.009,0.08,8,,1,1,1,,,,,,,Left DLPF,-36 50 14,Right STG/MTG,54 -34 -6,,,,,,,,,,,,,,,,
388,28,,1700,250,7,CLOSED,3,16,7,15,4,,,19,,,14.3,1.3,14,1.5,,,,,,,,0.009,0.08,8,,1,1,1,,,,,,,Left DLPF,-36 50 14,Right Cerebellar,36 -62 -32,,,,,,,,,,,,,,,,
389,28,,1700,250,7,CLOSED,3,16,7,15,4,,,19,,,14.3,1.3,14,1.5,,,,,,,,0.009,0.08,8,,1,1,1,,,,,,,Premotor Left,-44 2 54,Cerebellar Right,36 -62 -32,,,,,,,,,,,,,,,,
390,28,,1700,250,7,CLOSED,3,16,7,15,4,,,19,,,14.3,1.3,14,1.5,,,,,,,,0.009,0.08,8,,1,1,1,,,,,,,SMA Left,-4 16 48,Cerebellar Right,36 -62 -32,,,,,,,,,,,,,,,,
391,29,"Eilam-Stock, T., Xu, P., Cao, M., Gu, X., Van Dam, N. T., Anagnostou, E., ... & He, Y. (2014). Abnormal autonomic and associated brain activities during rest in autism spectrum disorder. Brain, 137(1), 153-171.",2500,144,6,Open,3,15,?,17,?,,12,,5,,27.1,8.2,26.1,6.5,,,,110.3,18.6,112.6,12.5,0.01,0.08,8,1,1,1,1,,,,,,,PCC L + R,2 -42 36,Mid frontal gyrus        L,-24 44 22, Cuneus        L,-18 -92 14,Combined PCC L and R seeds ROI was not given. Individual L and R was taken from AAL atlas. For the combined MNI coordinated I used Harvard Oxford cortical atlas,"SPM8, DPARSF",3 T Siemens Allegra,4,,1,Original,None,"Exclusion criteria included epilepsy, history of schizophrenia, schizoaffective disorder or other Axis I mental disorders, except for obsessive-compulsive disorder (given the phenotypic overlap with ASD)",-,0,"Eilam-Stock et al. analyzed the autonomic processing in ASD by measuring non-specific skin conductance response and investigated its relation ship with the intrinsic brain activity. They tested the effects of SCR on DMN connectivity (realized by taking 2 seeds - PCC, vMPFC) with the whole brain. In addition to these 2 seeds another seed in Insula was taken because of its putative involvement in autonomic and emotional processes in brain. Functional connectivity with the above 3 seeds revealed both over and under conenctivity in ASD individuals. Moreover the SCR was observed to contribute less to DMN connectivity in ASD individuals.","@article{eilam2014abnormal,
  title={Abnormal autonomic and associated brain activities during rest in autism spectrum disorder},
  author={Eilam-Stock, Tehila and Xu, Pengfei and Cao, Miao and Gu, Xiaosi and Van Dam, Nicholas T and Anagnostou, Evdokia and Kolevzon, Alexander and Soorya, Latha and Park, Yunsoo and Siller, Michael and others},
  journal={Brain},
  volume={137},
  number={1},
  pages={153--171},
  year={2014},
  publisher={Oxford University Press}
}",
392,29,,2500,144,6,Open,3,15,?,17,?,,12,,5,,27.1,8.2,26.1,6.5,,,,110.3,18.6,112.6,12.5,0.01,0.08,8,1,1,1,1,,,,,,,PCC L + R,2 -42 36,Superior frontal gyrus        R,16 52 20,Superior occipital gyrus        L,-24 -80 14,,,,,,,,,,,,,,
393,29,,2500,144,6,Open,3,15,?,17,?,,12,,5,,27.1,8.2,26.1,6.5,,,,110.3,18.6,112.6,12.5,0.01,0.08,8,1,1,1,1,,,,,,,PCC L + R,2 -42 36,Anterior cingulate cortex        R,20 10 30,Inferior occipital gyrus        R,28 -86 -8,,,,,,,,,,,,,,
394,29,,2500,144,6,Open,3,15,?,17,?,,12,,5,,27.1,8.2,26.1,6.5,,,,110.3,18.6,112.6,12.5,0.01,0.08,8,1,1,1,1,,,,,,,PCC L + R,2 -42 36,Superior frontal gyrus        L,-14 16 60,Superior parietal lobule        R,26 -70 38,,,,,,,,,,,,,,
395,29,,2500,144,6,Open,3,15,?,17,?,,12,,5,,27.1,8.2,26.1,6.5,,,,110.3,18.6,112.6,12.5,0.01,0.08,8,1,1,1,1,,,,,,,PCC L + R,2 -42 36,Anterior cingulate cortex (subgenual)        R,8 28 -4,Superior occipital gyrus        R,24 -70 24,,,,,,,,,,,,,,
396,29,,2500,144,6,Open,3,15,?,17,?,,12,,5,,27.1,8.2,26.1,6.5,,,,110.3,18.6,112.6,12.5,0.01,0.08,8,1,1,1,1,,,,,,,PCC L + R,2 -42 36,Superior frontal gyrus        L,-6 28 58,Fusiform gyrus        R,42 -70 -14,,,,,,,,,,,,,,
397,29,,2500,144,6,Open,3,15,?,17,?,,12,,5,,27.1,8.2,26.1,6.5,,,,110.3,18.6,112.6,12.5,0.01,0.08,8,1,1,1,1,,,,,,,PCC L + R,2 -42 36,Anterior cingulate cortex        R,14 28 30,Cerebellum crus IV        R,14 -40 -18,,,,,,,,,,,,,,
398,29,,2500,144,6,Open,3,15,?,17,?,,12,,5,,27.1,8.2,26.1,6.5,,,,110.3,18.6,112.6,12.5,0.01,0.08,8,1,1,1,1,,,,,,,PCC L + R,2 -42 36,Mid frontal gyrus        L,-38 2 58,Inferior longitudinal fasciculus        R,40 -30 0,,,,,,,,,,,,,,
399,29,,2500,144,6,Open,3,15,?,17,?,,12,,5,,27.1,8.2,26.1,6.5,,,,110.3,18.6,112.6,12.5,0.01,0.08,8,1,1,1,1,,,,,,,PCC L + R,2 -42 36,Superior frontal gyrus        R,10 32 58,Medial occipital gyrus        R,28 -80 10,,,,,,,,,,,,,,
400,29,,2500,144,6,Open,3,15,?,17,?,,12,,5,,27.1,8.2,26.1,6.5,,,,110.3,18.6,112.6,12.5,0.01,0.08,8,1,1,1,1,,,,,,,PCC L + R,2 -42 36,Superior frontal gyrus (medial)        ,0 44 28,Fusiform gyrus        R,32 -76 0,,,,,,,,,,,,,,
401,29,,2500,144,6,Open,3,15,?,17,?,,12,,5,,27.1,8.2,26.1,6.5,,,,110.3,18.6,112.6,12.5,0.01,0.08,8,1,1,1,1,,,,,,,PCC L + R,2 -42 36,Caudate nucleus        L,-6 2 12,Inferior temporal gyrus        R,52 -58 -10,,,,,,,,,,,,,,
402,29,,2500,144,6,Open,3,15,?,17,?,,12,,5,,27.1,8.2,26.1,6.5,,,,110.3,18.6,112.6,12.5,0.01,0.08,8,1,1,1,1,,,,,,,PCC L + R,2 -42 36,Caudate nucleus        R,6 2 14,Cerebellum crus IV        R,2 -50 -2,,,,,,,,,,,,,,
403,29,,2500,144,6,Open,3,15,?,17,?,,12,,5,,27.1,8.2,26.1,6.5,,,,110.3,18.6,112.6,12.5,0.01,0.08,8,1,1,1,1,,,,,,,PCC L + R,2 -42 36,Orbitofrontal cortex        L,-6 38 -18,Superior occipital gyrus        R,16 -82 30,,,,,,,,,,,,,,
404,29,,2500,144,6,Open,3,15,?,17,?,,12,,5,,27.1,8.2,26.1,6.5,,,,110.3,18.6,112.6,12.5,0.01,0.08,8,1,1,1,1,,,,,,,PCC L + R,2 -42 36,Anterior cingulate cortex (subgenual)        L,-6 30 -4,Inferior occipital gyrus        R,40 -78 0,,,,,,,,,,,,,,
405,29,,2500,144,6,Open,3,15,?,17,?,,12,,5,,27.1,8.2,26.1,6.5,,,,110.3,18.6,112.6,12.5,0.01,0.08,8,1,1,1,1,,,,,,,PCC L + R,2 -42 36,Caudate nucleus        L,-12 8 16,Parahippocampal gyrus        R,28 0 -28,,,,,,,,,,,,,,
406,29,,2500,144,6,Open,3,15,?,17,?,,12,,5,,27.1,8.2,26.1,6.5,,,,110.3,18.6,112.6,12.5,0.01,0.08,8,1,1,1,1,,,,,,,PCC L + R,2 -42 36,Cerebral peduncle        R,14 -20 -32,Lingual gyrus        R,16 -76 -10,,,,,,,,,,,,,,
407,29,,2500,144,6,Open,3,15,?,17,?,,12,,5,,27.1,8.2,26.1,6.5,,,,110.3,18.6,112.6,12.5,0.01,0.08,8,1,1,1,1,,,,,,,PCC L + R,2 -42 36,Cerebral peduncle        L,-18 -20 -30,Pons        R,10 -24 -26,,,,,,,,,,,,,,
408,29,,2500,144,6,Open,3,15,?,17,?,,12,,5,,27.1,8.2,26.1,6.5,,,,110.3,18.6,112.6,12.5,0.01,0.08,8,1,1,1,1,,,,,,,PCC L + R,2 -42 36,Posterior cingulate cortex        L,-10 -46 36,Hippocampus        L,-30 -20 -8,,,,,,,,,,,,,,
409,29,,2500,144,6,Open,3,15,?,17,?,,12,,5,,27.1,8.2,26.1,6.5,,,,110.3,18.6,112.6,12.5,0.01,0.08,8,1,1,1,1,,,,,,,PCC L + R,2 -42 36,Posterior cingulate cortex        R,8 -44 28,Inferior occipital gyrus        L,-40 -80 2,,,,,,,,,,,,,,
410,29,,2500,144,6,Open,3,15,?,17,?,,12,,5,,27.1,8.2,26.1,6.5,,,,110.3,18.6,112.6,12.5,0.01,0.08,8,1,1,1,1,,,,,,,PCC L + R,2 -42 36,Precuneus        R,2 -72 30,Pons        L,-2 -30 -14,,,,,,,,,,,,,,
411,29,,2500,144,6,Open,3,15,?,17,?,,12,,5,,27.1,8.2,26.1,6.5,,,,110.3,18.6,112.6,12.5,0.01,0.08,8,1,1,1,1,,,,,,,PCC L + R,2 -42 36,Precuneus        L,-8 -62 36,Fusiform gyrus        L,-28 -66 -14,,,,,,,,,,,,,,
412,29,,2500,144,6,Open,3,15,?,17,?,,12,,5,,27.1,8.2,26.1,6.5,,,,110.3,18.6,112.6,12.5,0.01,0.08,8,1,1,1,1,,,,,,,PCC L + R,2 -42 36,Temporal parietal junction        L,-52 -56 24,Superior parietal lobule        L,-22 -64 30,,,,,,,,,,,,,,
413,29,,2500,144,6,Open,3,15,?,17,?,,12,,5,,27.1,8.2,26.1,6.5,,,,110.3,18.6,112.6,12.5,0.01,0.08,8,1,1,1,1,,,,,,,PCC L + R,2 -42 36,Cerebellum crus II        R,32 -78 -46,Lingual gyrus        L,-8 -64 -4,,,,,,,,,,,,,,
414,29,,2500,144,6,Open,3,15,?,17,?,,12,,5,,27.1,8.2,26.1,6.5,,,,110.3,18.6,112.6,12.5,0.01,0.08,8,1,1,1,1,,,,,,,PCC L + R,2 -42 36,Mid temporal gyrus        L,-64 -34 -10,Amygdala        R,22 0 -18,,,,,,,,,,,,,,
415,29,,2500,144,6,Open,3,15,?,17,?,,12,,5,,27.1,8.2,26.1,6.5,,,,110.3,18.6,112.6,12.5,0.01,0.08,8,1,1,1,1,,,,,,,PCC L + R,2 -42 36,Inferior temporal gyrus        L,-58 -22 -20,Temporal pole        R,32 8 -40,,,,,,,,,,,,,,
416,29,,2500,144,6,Open,3,15,?,17,?,,12,,5,,27.1,8.2,26.1,6.5,,,,110.3,18.6,112.6,12.5,0.01,0.08,8,1,1,1,1,,,,,,,PCC L + R,2 -42 36,Superior frontal gyrus        R,22 2 74,Cerebellum crus VII        L,-8 -72 -36,,,,,,,,,,,,,,
417,29,,2500,144,6,Open,3,15,?,17,?,,12,,5,,27.1,8.2,26.1,6.5,,,,110.3,18.6,112.6,12.5,0.01,0.08,8,1,1,1,1,,,,,,,PCC L + R,2 -42 36,Mid temporal gyrus        L,-52 4 -34,Rolandic operculum        L,-40 -8 18,,,,,,,,,,,,,,
